Parameter Count,Model Accuracy
108715,0.617222249507904
216947,0.8436111211776733
325215,0.8469444513320923
433519,0.9113888740539551
541859,0.9536111354827881
650235,0.9347222447395325
758647,0.9252777695655823
867095,0.9247221946716309
975579,0.9541666507720947
1084099,0.9472222328186035
1192655,0.9477777481079102
1301247,0.9441666603088379
1409875,0.9594444632530212
1518539,0.9705555438995361
1627239,0.9641666412353516
1735975,0.9477777481079102
