Parameter Count,Model Accuracy
108739,0.5274999737739563
217031,0.5263888835906982
325395,0.8630555272102356
433831,0.7244444489479065
542339,0.9133333563804626
650919,0.8947222232818604
759571,0.9383333325386047
868295,0.9336110949516296
977091,0.9386110901832581
1085959,0.9333333373069763
1194899,0.9472222328186035
1303911,0.961388885974884
1412995,0.9380555748939514
1522151,0.9680555462837219
1631379,0.9474999904632568
1740679,0.9672222137451172
